Source,RA_ICRS,DE_ICRS,pmRA,pmDE,Gmag,BPmRP,RUWE,epsi,sepsi,uvista_matchdistarcsec,uvista_Ymag,uvista_Jmag,uvista_Hmag,uvista_Ksmag,ukidss_matchdistarcsec,ukidss_Ymag,ukidss_Jmag,ukidss_Hmag,ukidss_Ksmag,FromPS1_Hmag,MUSEIOT_Jmag
3836043271554747776,149.99589123678,1.91290224535,,,20.7851,1.54626,,13.763,222.43118,0.16514595976786534,17.416,16.981,16.353,15.873,0.13519645337449707,17.851999282836914,17.534000396728516,16.652000427246094,16.18199920654297,16.576517,18.871582
3836043271554749056,150.00184453035,1.92018160044,-8.191,7.235,18.0982,2.46254,0.908,0.0,0.0,0.14910254579658172,15.865,15.431,14.892,14.628,0.08114716833377315,15.947999954223633,15.487000465393066,14.86400032043457,14.604999542236328,14.876282,15.328831
3836043305914486400,149.97601385742,1.91466699803,-10.566,1.667,19.7254,2.00025,1.048,0.833,0.63454264,0.21428220056376313,17.603,17.163,16.618,16.338,0.12121134960876331,17.548999786376953,17.371999740600586,16.486000061035156,16.371999740600586,16.554619,17.365166
3836043305914487296,149.96829976049,1.920158683,-21.547,-3.546,19.4718,2.66828,1.033,0.927,0.99548095,0.27731713058679486,17.305,16.855,16.309,16.011,0.2498043071718064,17.363000869750977,16.856000900268555,16.235000610351562,15.925000190734863,16.217737,16.53519
3836043305914488064,149.97597836505,1.92838598629,-0.853,1.115,18.6057,1.3301,0.964,0.0,0.0,0.15407791898810738,17.41,17.095,16.542,16.38,0.09737329747681835,17.42300033569336,17.219999313354492,16.437000274658203,16.433000564575195,16.440708,16.920523
3836043378928498432,150.00707520906,1.93533836208,-4.001,-1.867,13.6582,0.647119,1.106,0.066,2.3891566,0.18228352476629175,12.992,13.031,12.631,12.56,0.13836568685577394,12.993000030517578,12.838000297546387,12.571000099182129,12.52400016784668,12.649065,12.760815
3836043408993704704,150.02249182611,1.942601581,-9.577,-0.896,17.4251,1.03891,0.985,0.0,0.0,0.20624806499847562,16.375,16.122,15.679,15.554,0.14497415712084297,16.398000717163086,16.222999572753906,15.597000122070312,15.538999557495117,15.639191,16.063478
3836043477713181952,150.00867231912,1.94845218858,-0.426,-8.167,16.7259,0.660095,0.954,0.0,0.0,0.1451900741397558,16.046,15.907,15.65,15.564,0.18432863126080262,16.100000381469727,16.059999465942383,15.58899974822998,15.526000022888184,15.612496,15.812609
3836043512072918144,149.96544586533,1.92552287795,-4.198,-26.057,18.4507,2.07273,1.034,0.106,0.045327988,0.24544245761589747,16.552,16.156,15.64,15.393,0.3487828274049192,16.601999282836914,16.19300079345703,15.621999740600586,15.32800006866455,15.487736,16.02327
3836043546432658048,149.97717055544,1.94066746484,-2.683,-14.412,19.8683,1.53236,0.993,0.0,0.0,0.22704707226700477,18.727,18.418,17.919,17.686,0.19707628127092272,18.867000579833984,18.36199951171875,17.899999618530273,17.57699966430664,17.837898,17.96916
3836043615152135936,149.96656036275,1.95090524881,-11.864,0.189,17.8157,2.07271,1.135,0.404,1.6781714,0.16431984867604804,15.859,15.454,14.879,14.634,0.11141972324258138,15.930000305175781,15.527000427246094,14.854999542236328,14.618000030517578,14.848181,15.388287
3836043619446667648,149.96560825568,1.95623961384,-11.17,4.215,17.6658,1.6332,0.991,0.0,0.0,0.20093271125135015,16.107,15.75,15.167,14.96,0.10485223613943034,16.156999588012695,15.824000358581543,15.114999771118164,14.92199993133545,15.067353,15.663288
3836043791245214336,150.02466041165,1.94811719102,,,20.375,0.622623,,0.0,0.0,0.15807452640429295,19.137,18.811,18.324,18.094,0.15671529110329888,19.059999465942383,18.476999282836914,18.12299919128418,18.10099983215332,18.086103,19.50774
3836043821310567040,150.03515953826,1.96041790434,-5.765,-3.816,20.2381,0.769711,1.023,0.404,0.06224506,0.17383710624326054,19.452,19.235,18.852,18.736,0.18567742271623353,19.600000381469727,18.586999893188477,18.777999877929688,18.445999145507812,18.651064,19.19189
